feature1,feature2
2.751178526048014,2.037047390209888
2.814307772785646,1.3099492708925542
1.1483087803224228,1.9722261505516907
2.192032724469654,1.9836526259529534
0.9662789499800617,1.9554399802436058
1.3477652497475734,2.3348362744150193
2.183299123048424,1.5300601068363224
1.7430665413316533,1.4703932390555243
1.968660451363414,2.477571160250619
1.507136976832228,2.252023257758922
1.7348711908137795,1.6035635838688278
1.9464848200227212,1.482378838790313
1.7231753473264089,1.4010610537055759
2.9823625664581948,2.017631775985864
1.6501372460037071,2.106989955367111
1.943835975154585,1.8895152002333886
2.3070833500217125,2.3787538550236524
1.7347494261947363,1.71209087967766
1.862474151424178,0.8490394176322076
1.2424044689007239,2.6834371337222622
2.822483856750642,1.8754819802218108
2.2882784815278834,2.155625077271768
3.539440404227619,2.5597874557172884
1.9360412042596167,1.5222297796997872
1.1967768398712137,2.1017318179336115
1.6218246273578483,1.2888731452011628
1.6767135578787367,1.4592259981928026
2.8435708175362824,2.4408198784747253
1.9960136793416914,2.739972069445013
2.038684153823809,1.5693578993358681
2.7615620386348287,2.2694550218423295
1.481376922836772,1.904830660958196
1.5621908733076215,1.308600134517832
2.4630887737658207,2.9547083202350652
1.3007162130904293,2.2814846183452855
1.6746787154390865,1.7564373081176519
1.7038030378805655,1.568004615160092
2.0242608139724134,1.5845249417944811
2.1352284128899193,1.9748809452754315
1.8805259765667952,1.546218168979201
1.7116143347158337,2.377695612912878
2.2504585938121906,1.5112223776007245
2.0496661527146127,2.3756935616858943
1.1652973594393141,2.2716800961899675
1.6686881205270767,2.2852993342965795
1.6183704217287416,1.0975589496677405
1.1862287810584187,2.024042473330691
2.129861250860741,1.5478416874477956
2.319296229388687,1.16923996886552
1.9669601006763417,1.3944919001187717
1.6740819460989205,2.023699335658207
1.5697933173580239,1.8077222278850873
2.5031464046072203,1.7115540652384256
2.417846056032571,1.435146572671191
2.2649020889576414,2.72078431032895
0.7641777499363553,1.6015523722647615
2.28853606359027,1.8984773069785037
2.1855729366856544,1.6980074066420898
2.04329489373645,1.9221613823039603
2.5838910308299035,2.1272104216506067
2.168801331037601,1.7940615169387664
1.7561968879637533,1.7837209060901895
2.1972260711891485,1.7895077595898685
2.1448874284482065,3.0377003993227194
2.4355623517158462,1.8369882339160795
2.600606961081972,1.7959623134892242
0.9809377324110731,1.4959568445412978
1.0646040394870722,1.8242432579793457
2.0092091895947757,2.8382186561376415
2.163463686882081,1.8904497355955678
2.4147027905917446,0.8944323454960574
2.117807279054283,2.3854325969434833
1.2607068771100791,2.5718770216034645
2.169248203747207,1.7923560430495993
2.3163909330531425,3.135346428902198
2.0909331275292478,2.124110293150168
1.7703195502298779,1.5750778152676042
2.4151679082721227,1.5719580870455663
2.035783118609696,1.7611712766174417
2.239489912873196,2.166831052643474
2.5187699721289496,1.7449918005726266
1.8650625323533143,1.5106181421088463
1.777853369961944,2.188650246522426
-1.621505691677324,-2.461082662088813
-1.56519703994717,-1.3221810705975245
-1.7932825483881496,-1.0616020937209671
-2.3868945995517867,-2.6223273516557084
-2.889360124452139,-1.2519778442554084
-1.6728171718229712,-2.0277923354552274
-1.8600156868400899,-2.5627445236491884
-0.7771240101915868,-1.9353894090123862
-1.9453026026975535,-1.637116688050654
-1.7594953841316434,-1.8880579878604342
-2.395237227722656,-1.7642658214320022
-1.058987751762483,-1.3272899769225113
-1.2034066866803015,-2.2556078382155924
-2.4948024101292905,-2.062893460049824
-1.9721375438556528,-1.4529042407645258
-2.8462323148574096,-1.235224840269693
-2.0790039492894947,-2.21344053497371
-2.506052187630084,-2.8274283359328845
-1.5884147080190427,-1.963341016405798
-2.644980449870527,-2.647539386031808
-2.167892349645064,-1.1654892373553034
-2.1297956756818026,-2.751571476559053
-2.1228715320429723,-2.136361784873835
-3.3484433214707856,-2.027147433258906
-2.115467265104339,-1.6518968175932909
-1.0755219525273274,-1.4367174852261213
-2.1344443452774153,-2.553262954370835
-0.7133200983750698,-1.9703907829927558
-1.9930353540435268,-2.0120625435550017
-1.9009576196160725,-2.0721802059619714
-2.2868310034401182,-2.2734294706201963
-2.0163766351079992,-2.2717123855668824
-2.3564228913385823,-1.9467848861540515
-2.1274886087104274,-1.2480035057086556
-3.325484904196506,-1.4542465740387691
-1.3769574037511854,-3.0366951162040747
-2.1713437970401746,-2.1857204329978956
-2.7037558473589107,-2.3889083437954377
-2.5552879227329144,-1.1238647782881888
-1.5321608034262695,-1.3642224525029207
-1.6391639679783825,-2.5645258856086146
-2.262260133139887,-1.755312719386041
-2.611063904445973,-1.643500784913806
-2.1201626990790676,-2.187410403774799
-1.6445200158982543,-1.77786834425698
-2.18048308290954,-1.420335098317876
-2.540531663799949,-1.6920321965278682
-1.703449371015808,-2.1547732196569953
-1.836933488878941,-2.6255567881926516
-1.5379864903965494,-2.0924510682214947
-2.26136151025952,-1.4754953870815553
-2.35217184527138,-2.7042306481817797
-2.778314586761952,-1.69699502432718
-2.6402146762481413,-1.1226029090078176
-3.040964703941861,-1.151771815854981
-1.8944912663986908,-2.048356555935196
-2.2724595434044748,-1.8004319428239646
-2.0188173512124243,-1.4483490589917394
-1.9428861756689801,-1.924849119269061
-2.181806106106928,-2.0284728118605337
-1.8460991155539703,-2.855084196328313
-2.6740927110528565,-1.6283679529886426
-1.914567280936029,-2.0919916681763397
-1.9907830334673033,-1.8262091473191644
-2.269879840154681,-2.3891523627011564
-1.9020773724511593,-2.489186388807516
-1.795873622142764,-2.8512918021189204
-1.4854221813371782,-1.7637012587934784
-1.8719851328430621,-1.508654508027243
-1.1672627777687117,-1.4928149674909348
-2.9204371156658224,-2.639788483367851
-2.3124092888478396,-1.986954474894583
-1.7411704897654385,-2.362871906576733
-1.9066166177614607,-2.3776914661766613
-2.3057589014959743,-2.7033305484241112
-2.461616623055452,-2.675842302808167
-2.487936626488666,-1.4731791016960802
-2.4746994444159713,-0.6838089675813046
-1.7533410495595554,-1.9075819381525632
-2.429178890090607,-1.6498450602955044
-2.287818913118887,-1.9389950926773192
-0.7199577308656027,-2.048029949862325
-1.425363336857162,-2.3515882125629437
-2.0174942452484808,-1.114599682182245
-2.3134835288938835,-1.0937757210015358
-1.6461240322722623,-2.281233387947134
-1.6837961304722395,-1.5137227751866351
-1.6890950188914018,-2.785112359945228
-2.363568587912434,-2.1237593177757526
-2.037216714550023,-1.689663951224661
-1.911149499533373,-2.6676721793550504
-1.8099010744970183,-1.6947071273580885
-1.72010477603448,-1.4596096372226892
-1.583038922725548,-1.7704099603857817
-2.0350828557293235,-2.8304804667579955
-1.785190890433707,-1.8961561564184444
-1.8642105814023133,-2.6383742879101546
-2.540528270204131,-1.4734235733335481
-2.0197775769283277,-1.6592496513136878
-1.9858408119347695,-1.9851219302521275
-1.5308580970120012,-2.2580223641086867
-1.9519396115295082,-2.231137644352521
-2.217248113716158,-2.1545860617343195
-1.8889331141831436,-2.2393743108317388
-1.3721219372132396,-2.447303651109752
-2.0934358220806795,-2.2198655291370875
-1.2765110578231336,-1.9017226117442128
-1.4840777302656827,-2.7427801865184858
-1.8664748670653706,-1.5551846021882816
-1.958858005362288,-1.4672598124673244
-2.258644225050186,-1.29532627990721
-0.8505509381903749,-2.1814192802198296
-2.222751260700386,-1.2733077614411497
-1.2102139271346437,-2.2614300135766343
-2.2100934085479285,-2.1408923044302535
-2.6722252555171386,-2.459325973242099
-2.502070383376034,-2.3838987825520643
-2.0173424436933907,-1.8828926337317395
-1.2247497535929615,-2.4991770203693955
-1.507838800761708,-2.1069944221127543
-2.0247318548262165,-1.6625902539166981
-2.561361010781149,-1.8087951269079747
-1.916773895893472,-1.7537743679959255
-1.8554156780460909,-0.7723499300445529
-2.318869992125658,-2.265498477500909
-2.3115702632123822,-2.2777385595801274
-2.318693563653259,-1.405491734446224
-1.2897478760050727,-2.285373146874738
-2.4161777865521143,-1.764292221806798
-2.2761115221404857,-1.6835340911222447
-1.8985384895743502,-2.757872057498616
-1.2262473993349692,-1.1020611634522393
-2.306394345242193,-2.1938507799679923
-1.8570673046375474,-1.8327716050064875
-1.6707278636635847,-0.9948977306168252
-2.088473613747025,-2.3991486222692266
-2.6896596140072635,-2.3654650199709595
-2.0165634864368984,-1.1027210682411062
-2.2588056495180857,-1.8881060241805507
-2.008211448036376,-1.405803363275958
-0.7365337870631892,-2.2654343864601603
-2.244719721259111,-1.4779195614654639
-1.6590542551868444,-1.0766463371319832
-1.7080359073370182,-2.17964604539353
-1.7046725846538453,-1.4456482097085461
-1.589758909401318,-1.746362984446351
-1.4666626552054232,-1.4153522047771636
-1.3089205044812364,-1.6756450562051786
-2.083559040158427,-1.9266431567833386
-1.3967455167458216,-2.408467835493618
-1.8156633455635494,-2.1966694061636804
-1.9856275885325914,-1.3607740686963505
-1.9044504659900483,-1.9767817259219256
-2.6799280704899595,-1.6268732169863895
-1.6772579094294624,-0.9183726383472699
-2.1538891174765005,-1.8904248361680305
-1.8753081581446223,-1.2112733601182628
-2.047647766193476,-1.8604892371148303
-1.6960517451417303,-1.9066954384218209
-2.2232168072752643,-1.9029550035508462
-1.4631841250701139,-2.51325764970553
-1.933515162926562,-2.3500604074695866
-1.4024766855375788,-2.7615934523918875
-2.2794609236357943,-1.8113940624677396
-1.21723798538283,-2.032875130536494
-2.277599763346599,-1.059421465279705
-2.724006950208122,-3.099402978310041
-1.7799927749733337,-2.2510271121763057
-2.5106164085653564,-1.6458217763503233
-1.8780996431144006,-2.282039315368364
-2.6401521993354473,-1.5637713358599277
-1.6748994110206694,-2.0495879318896915
-1.076681501976167,-2.535042383163076
-2.7627625854623696,-2.3459540349406223
-2.0227930081777488,-1.8783302753386542
-2.120618028928165,-1.8239723017428515
-2.625769712095222,-1.2781176979633702
-2.0410755891962844,-1.4413520842059362
-1.828637326811148,-1.771623390423108
-1.715116359883898,-1.7761457199913426
-1.678638620066228,-1.3354237349337843
-1.901739415149265,-1.6454981212057438
-2.0448678471436135,-1.2799413922752636
-2.338196151029635,-1.0995297835445923
-2.0200789753221717,-2.715387551059024
-1.9359477925446054,-2.3405258287374404
-1.579678225505638,-2.3263119896511952
-2.22309171660739,-2.9447703654727655
-2.2261531596245385,-3.211939663314478
-2.7919514117428617,-1.6197926719278513
-1.607099920674584,-1.7872712191075175
-2.4834880715646066,-2.0238556780709898
-2.0018012695452843,-2.5791823445962714
-1.2483008491164247,-1.5613188547121644
-2.110482086914832,-1.9865570805027346
-1.8958085960262236,-3.0208674342121453
-2.1235886912602986,-2.340992123998899
-2.500810004947458,-2.1405501464429775
-1.1011567365752386,-1.679578569366495
-2.2855894948913984,-1.7137086093219207
-1.300322281706999,-1.5376831585436155
-1.9701848150399128,-2.323468388852787
-1.650888343193205,-1.8032573072891251
-1.5524033899861338,-1.6824140991590153
-1.4752236423403324,-2.267617605780284
-1.3413029671828371,-1.9012001976538002
-0.9623695636873673,-2.344593909044784
-1.1320180984173753,-1.901044608268676
-2.3257090018072244,-2.2419429170271608
-2.16017365409716,-1.7879170267990419
-1.7385822559822501,-2.2868500019692894
-2.0121772961304916,-0.9288648206940682
-1.1362284149496444,-1.781838165162984
-1.9809982609158998,-1.9399843366408693
-1.6932410136347917,-2.5113962825992027
-2.1286882687116724,-2.8342920369387947
-1.8003884386973603,-1.6764020301486295
-2.241593231149687,-1.2130066183549837
-2.6128828315011705,-2.73218744010491
-1.887774090720014,-1.4764508486939227
-1.1580361542710658,-2.22944213143447
-1.460659583284352,-2.0192542347503535
-2.08631364997041,-1.5581700312566638
-1.6738385607932902,-2.788196078492125
-1.2617298251370521,-1.3099543229262742
-2.3127813507547645,-1.8020982332812956
-1.7529849068586305,-1.8696631170880464
-2.27515257692271,-2.335811683969026
-2.0127770354957226,-1.4136354903703177
-1.7281999227027838,-2.185307166043053
-1.6141506446758276,-3.4242713103150377
-1.4256171498139483,-2.86985688938905
-2.181220470701566,-2.559834947313072
-2.647340737860453,-1.4195866063107403
-2.2338506006559458,-1.826748059134642
-2.023460289439592,-1.7614795863884392
-1.9615890544698724,-2.641496112094285
-1.50186659027643,-2.246878291580656
-2.7782909493298753,-2.2140575804829563
-1.2496201046828446,-1.5748891289432536
-2.1743260672039297,-2.1746288521592145
-2.1608175256086914,-0.9616260082195796
-1.8090322738842233,-1.7849791764044651
-1.484858272984079,-1.8806054204867433
-2.1295210729103515,-2.098174924542489
-2.035800629707032,-2.018611118254921
-1.6361852281815101,-1.9740270570963503
-1.6336799613922104,-2.040358290054291
-1.9606824048419547,-2.999100342266054
-1.5418361626487593,-1.8267557620510035
-1.5009949450701738,-3.448127689096845
-0.9558126476096362,-2.069794814077587
-1.4459085916312417,-2.5199529635627655
-1.6936130474687152,-2.526707781586828
-2.3118844803479024,-1.042984323066607
-2.0953412003816734,-1.8912835634101386
-1.564966134655623,-1.7521590560136977
-1.9247905474282119,-1.8175194987668872
-0.7982922073808625,-2.0288093985167928
-1.8994504766425162,-1.4746728019961939
-1.447237033521008,-1.40648484721981
-1.6806348889854077,-2.5715024563652418
-1.183284233849452,-2.573172696509344
-1.8486822673804835,-2.377137925009679
-2.032069173296496,-1.8356187948482598
-1.8393213922748635,-1.7890396228823575
-1.1931443654706766,-1.77323284924301
-2.1220783176453244,-1.5179564158558214
-1.4052647555376798,-2.6138039075684962
-1.701299965075071,-1.649413628844551
-2.148781751679996,-1.3121465933441903
-2.0750277935162633,-1.9372117732642289
-2.086535912141935,-1.9922104762092663
-2.548137543447601,-2.720025441297147
-1.202747468387514,-2.4234806741591637
-2.4956961747281534,-3.0766950568018574
-2.319480873844751,-2.661544896703749
-1.1789924199318156,-1.495091455328683
-2.344075172588862,-0.8737820973278456
-1.5091172565042028,-2.1624156917543114
-3.2497028574367866,-0.8545287137046291
-2.694786233381798,-2.822699373478446
-1.4887147839951798,-0.7801237968303636
-1.307863590744741,-1.71804543997382
-1.702622829167357,-1.573292220609846
-1.6205357051066174,-1.859404288015312
-1.947899448024062,-2.0312965639497613
-2.376982294433338,-2.140337538433387
-2.8464784070976927,-2.049169813397375
-2.4942955535754585,-2.5517946586078857
-1.9100529244232607,-1.3039988568277003
-1.5408416969988434,-2.7852503018115886
-2.494814068285169,-1.529614406005892
-2.4912436967691547,-2.112316574998512
-1.724973950487724,-2.4841722274318174
-1.94731224692702,-2.6670127474591023
-2.300683821975607,-1.8401090329287315
-2.7964968667658345,-1.7797626310198005
-2.009818899463341,-1.7237550227914262
-1.8880429329676693,-1.317929785013078
2.0626122513239538,-2.2147027705626265
2.061148751516142,-1.728350985481806
2.0244300351628524,-1.979704154398059
1.6490041560966224,-2.331450458775474
1.2986973641001534,-1.1252116284065303
1.3780683823043574,-2.3464525988979537
1.6407963672154013,-1.5525378115277793
1.852525160853986,-1.376128963663133
1.6632546878780659,-1.860502918888099
1.5823264733701214,-0.9274254361133059
1.4062007904852436,-1.8450896448864862
2.316888440466049,-1.7931004512742508
1.907356170561146,-2.064910349866713
2.021905735989555,-2.0735010008142445
2.481939558397455,-0.8947384992043244
1.7212541074960832,-2.6849014897895387
1.9558589758243725,-0.7101453311728407
1.5981627160151346,-1.1804415972779663
2.8388504070382203,-2.2767941208539972
2.2844915395926377,-1.185801688435731
1.8104361295062565,-2.101790180051181
1.709159543025678,-2.507378365346433
1.6753612274669964,-2.6119701333811283
2.017041734129613,-2.384986615529321
2.116892955895374,-2.7779478231018135
2.1654401161072285,-1.5832355191955376
1.0031321787142722,-1.812971715076214
2.613834496236646,-2.6048205093456027
2.836286193418852,-1.7904904953169773
1.6474940721207956,-2.027884538828853
2.279163456260861,-1.9619973042937942
2.2693779962231844,-2.460336796539683
2.084680412018039,-2.70685724845249
1.94438696932565,-2.451953820732395
1.6322350287051166,-1.3819534123947812
2.5456550602971344,-1.6954309395464116
1.4538436176637104,-2.158204224847401
2.6065488499895917,-1.9291415431800476
3.1596647699908473,-1.803341080302814
2.096024558245016,-2.154558232101251
2.066770452391141,-2.0762349181902717
2.3540543383442953,-1.5216488416027079
1.6070052697460253,-2.6656164767788892
1.0818973134483518,-1.746004336543728
1.4483166969130632,-3.0764452964762414
2.194289302265482,-0.7535002412836047
1.9969645442300534,-1.5807546127741792
2.0409146792737825,-2.0494448265955714
2.4595382414938842,-2.145137272094326
2.1336961570359514,-1.8391510969019933
1.6659547731784756,-1.5039788252317385
1.9125201216522956,-2.3778725797464224
2.2682549217852017,-2.4492339908955185
2.014090578684564,-2.004559498322102
2.542947782915789,-1.7626508835600236
1.9874865206274281,-1.5911168503998565
2.695103774508657,-1.721094846824069
2.00517630992169,-2.65591811617508
1.4674431684623137,-2.152612352177334
1.6952438989203584,-2.093485651492723
2.0283249624485538,-1.7351536228216347
1.9647506109704544,-1.7567491780868991
2.03223720740506,-2.9877332831769357
1.5303323030906228,-2.0720437778608076
1.3951526285794462,-1.7000356350018977
2.7653754161718487,-1.3906190741513416
1.893278564534896,-1.2546369315750239
2.0743337286010557,-2.1685429855590197
1.6932986682295301,-2.151234843244064
1.8059115907293857,-1.9147918888122561
2.0802869905249324,-1.9984769899232928
2.218469084873175,-1.4046768626068293
2.474777067720662,-2.7424489842249518
0.7230394325490226,-1.5328400443803631
1.3165606507922893,-2.1123827009463416
1.4149434869703201,-2.90099021879001
2.270731364102394,-1.6204224198486765
1.7117447996366404,-3.295521146072455
1.7268777758737586,-1.8040979972987268
1.2605442156129356,-1.9083200401104221
1.9923450754135021,-1.7103542501994558
2.0597901842070767,-2.4865344704407777
2.598285750832246,-2.079264786513485
1.986347730245034,-2.466633979536598
1.778358874404245,-2.4424013570134506
1.9135269700382884,-1.1441457599288283
1.3140494285343218,-2.8067806989383706
2.735585163746804,-2.1046618385759333
1.6654636306700417,-1.4800476563019618
1.6971922301315678,-1.086995143226532
2.3389629356696346,-2.2439557040728513
3.0786541066327517,-2.3028574615016693
2.3710476860046534,-1.850353709796754
2.650870644699399,-1.2192444016365735
2.0160020745328833,-2.3767089351730917
2.229986071469558,-2.338857684876053
3.0066936237633115,-1.9317323344586312
1.8173392243439457,-1.9076598470675459
1.3264368552351518,-2.4858070192553257
2.600206953972213,-2.328447139485698
1.47654450865903,-1.731673623736357
2.5928520773314983,-1.6405233446674665
2.4980238429029082,-2.3783975442847303
1.2890946666290781,-1.2493331740222566
1.8386600805789322,-2.1254165082275236
2.664097070924529,-1.72188499529967
2.2279438860408036,-0.917498827549458
1.6782408848099286,-1.5360799359593815
2.028506562448542,-1.8657038605683716
2.764234213206266,-1.746082121855188
2.2691480395248167,-1.463746331345099
1.8175236352285573,-2.4196048336695033
1.477595402989483,-2.9831782946880008
3.028103564970161,-2.5516041828608413
1.889373188207114,-2.1384066499444603
2.1537033489045503,-1.5921313937303516
2.4302367441798727,-2.2915387192844694
1.9164391431067942,-1.8587100247558501
1.8756544369082264,-1.1963272119900037
2.2454874758191257,-1.6325611069750914
2.331440634333706,-1.4132630712573375
2.0905107793518534,-2.648415973977923
2.1998439758763206,-2.3256784468959144
1.7356916591251217,-1.7068179906224534
2.619141535716818,-1.9893642116319692
2.154416506299482,-1.148892527682381
2.1203765897442843,-0.6991584429098026
2.282754822815772,-2.880381379577909
2.376670810552266,-1.8094208075586111
2.644876377041373,-1.6634093243650208
1.930772008008113,-2.612149118144683
1.8954883713569874,-2.42526022710465
1.7097382750976386,-1.7057107977896953
2.834952252175703,-1.8026642350885094
1.4020584689824078,-1.7776986658899296
2.5983157433228254,-2.304891452159691
1.9329914166635411,-1.9926559026354014
1.6075508434588799,-1.6758597830780704
1.9395259256961093,-1.790233778046486
1.55625391109895,-2.218729150161705
2.3611906789138857,-2.1864165760458834
2.8634819256167026,-2.199818092807301
2.112342362875943,-1.5337045840634551
1.2908171335334842,-2.880404405990388
1.2371718427149525,-1.368707948286409
1.7240709270537766,-0.7209003571658739
1.7178762006713058,-1.9077243484014814
2.7710549762839376,-0.9969535559204385
3.0307517883181987,-1.3958168847034287
2.5120312629057313,-1.7037365253994086
2.389180538083319,-2.275592858164267
1.5909005582888465,-2.001687228705476
1.9149076887375358,-2.2266140246636374
2.3481937237283574,-1.5223473957147446
2.0442034431459235,-1.261234959472369
1.4291554429332476,-2.0968297296398593
1.6415888396985976,-2.93326830853653
1.9586596570786503,-2.060873754191642
2.7567248716210653,-1.6845941577226111
1.4879065878353974,-1.072953716832906
2.6105168477626766,-1.708951148265692
1.886757950575084,-2.47971961836174
1.8138966119644735,-1.455625690147907
